"","tpv","tpr","fpr","tnr","fnr","ppv","fdr","npv","fors","L.diag","L.pred","L.all","L.eq.diag"
"1",0.03,1,1,0,0,0.5,0.5,NA,NA,0.5,0.5,0.5,1
"2",0.031,1,0.962264150943396,0.0377358490566038,0,0.509615384615385,0.490384615384615,1,0,0.481132075471698,0.245192307692308,0.363162191582003,0.962264150943396
"3",0.033,1,0.943396226415094,0.0566037735849057,0,0.514563106796116,0.485436893203884,1,0,0.471698113207547,0.242718446601942,0.357208279904744,0.943396226415094
"4",0.034,1,0.905660377358491,0.0943396226415094,0,0.524752475247525,0.475247524752475,1,0,0.452830188679245,0.237623762376238,0.345226975527741,0.905660377358491
"5",0.035,1,0.867924528301887,0.132075471698113,0,0.535353535353535,0.464646464646465,1,0,0.433962264150943,0.232323232323232,0.333142748237088,0.867924528301887
"6",0.036,1,0.830188679245283,0.169811320754717,0,0.54639175257732,0.45360824742268,1,0,0.415094339622642,0.22680412371134,0.320949231666991,0.830188679245283
"7",0.037,1,0.811320754716981,0.188679245283019,0,0.552083333333333,0.447916666666667,1,0,0.405660377358491,0.223958333333333,0.314809355345912,0.811320754716981
"8",0.039,1,0.792452830188679,0.207547169811321,0,0.557894736842105,0.442105263157895,1,0,0.39622641509434,0.221052631578947,0.308639523336644,0.792452830188679
"9",0.042,1,0.773584905660377,0.226415094339623,0,0.563829787234043,0.436170212765957,1,0,0.386792452830189,0.218085106382979,0.302438779606584,0.773584905660377
"10",0.043,1,0.735849056603774,0.264150943396226,0,0.576086956521739,0.423913043478261,1,0,0.367924528301887,0.21195652173913,0.289940525020509,0.735849056603774
"11",0.046,1,0.716981132075472,0.283018867924528,0,0.582417582417582,0.417582417582418,1,0,0.358490566037736,0.208791208791209,0.283640887414472,0.716981132075472
"12",0.053,0.981132075471698,0.716981132075472,0.283018867924528,0.0188679245283019,0.577777777777778,0.422222222222222,0.9375,0.0625,0.367924528301887,0.242361111111111,0.305142819706499,0.69811320754717
"13",0.055,0.981132075471698,0.69811320754717,0.30188679245283,0.0188679245283019,0.584269662921348,0.415730337078652,0.941176470588235,0.0588235294117647,0.358490566037736,0.237276933245208,0.297883749641472,0.679245283018868
"14",0.065,0.981132075471698,0.679245283018868,0.320754716981132,0.0188679245283019,0.590909090909091,0.409090909090909,0.944444444444444,0.0555555555555556,0.349056603773585,0.232323232323232,0.290689918048409,0.660377358490566
"15",0.067,0.981132075471698,0.660377358490566,0.339622641509434,0.0188679245283019,0.597701149425287,0.402298850574713,0.947368421052632,0.0526315789473684,0.339622641509434,0.227465214761041,0.283543928135237,0.641509433962264
"16",0.072,0.962264150943396,0.660377358490566,0.339622641509434,0.0377358490566038,0.593023255813954,0.406976744186047,0.9,0.1,0.349056603773585,0.253488372093023,0.301272487933304,0.622641509433962
"17",0.083,0.962264150943396,0.641509433962264,0.358490566037736,0.0377358490566038,0.6,0.4,0.904761904761905,0.0952380952380952,0.339622641509434,0.247619047619048,0.293620844564241,0.60377358490566
"18",0.09,0.962264150943396,0.622641509433962,0.377358490566038,0.0377358490566038,0.607142857142857,0.392857142857143,0.909090909090909,0.0909090909090909,0.330188679245283,0.241883116883117,0.2860358980642,0.584905660377358
"19",0.091,0.962264150943396,0.60377358490566,0.39622641509434,0.0377358490566038,0.614457831325301,0.385542168674699,0.91304347826087,0.0869565217391304,0.320754716981132,0.236249345206915,0.278502031094023,0.566037735849057
"20",0.117,0.962264150943396,0.584905660377358,0.415094339622642,0.0377358490566038,0.621951219512195,0.378048780487805,0.916666666666667,0.0833333333333333,0.311320754716981,0.230691056910569,0.271005905813775,0.547169811320755
"21",0.14,0.962264150943396,0.566037735849057,0.433962264150943,0.0377358490566038,0.62962962962963,0.37037037037037,0.92,0.08,0.30188679245283,0.225185185185185,0.263535988819008,0.528301886792453
"22",0.172,0.962264150943396,0.547169811320755,0.452830188679245,0.0377358490566038,0.6375,0.3625,0.923076923076923,0.0769230769230769,0.292452830188679,0.219711538461538,0.256082184325109,0.509433962264151
"23",0.197,0.962264150943396,0.528301886792453,0.471698113207547,0.0377358490566038,0.645569620253165,0.354430379746835,0.925925925925926,0.0740740740740741,0.283018867924528,0.214252226910455,0.248635547417492,0.490566037735849
"24",0.2,0.962264150943396,0.509433962264151,0.490566037735849,0.0377358490566038,0.653846153846154,0.346153846153846,0.928571428571429,0.0714285714285714,0.273584905660377,0.208791208791209,0.241188057225793,0.471698113207547
"25",0.202,0.962264150943396,0.490566037735849,0.509433962264151,0.0377358490566038,0.662337662337662,0.337662337662338,0.931034482758621,0.0689655172413793,0.264150943396226,0.203313927451859,0.233732435424042,0.452830188679245
"26",0.263,0.962264150943396,0.471698113207547,0.528301886792453,0.0377358490566038,0.671052631578947,0.328947368421053,0.933333333333333,0.0666666666666667,0.254716981132075,0.19780701754386,0.226261999337968,0.433962264150943
"27",0.272,0.962264150943396,0.452830188679245,0.547169811320755,0.0377358490566038,0.68,0.32,0.935483870967742,0.0645161290322581,0.245283018867925,0.192258064516129,0.218770541692027,0.415094339622642
"28",0.297,0.943396226415094,0.452830188679245,0.547169811320755,0.0566037735849057,0.675675675675676,0.324324324324324,0.90625,0.09375,0.254716981132075,0.209037162162162,0.231877071647119,0.39622641509434
"29",0.331,0.943396226415094,0.433962264150943,0.566037735849057,0.0566037735849057,0.684931506849315,0.315068493150685,0.909090909090909,0.0909090909090909,0.245283018867925,0.202988792029888,0.224135905448906,0.377358490566038
"30",0.342,0.943396226415094,0.415094339622642,0.584905660377358,0.0566037735849057,0.694444444444444,0.305555555555556,0.911764705882353,0.0882352941176471,0.235849056603774,0.196895424836601,0.216372240720187,0.358490566037736
"31",0.362,0.905660377358491,0.415094339622642,0.584905660377358,0.0943396226415094,0.685714285714286,0.314285714285714,0.861111111111111,0.138888888888889,0.254716981132075,0.226587301587302,0.240652141359689,0.320754716981132
"32",0.386,0.905660377358491,0.39622641509434,0.60377358490566,0.0943396226415094,0.695652173913043,0.304347826086957,0.864864864864865,0.135135135135135,0.245283018867925,0.219741480611046,0.232512249739485,0.30188679245283
"33",0.388,0.886792452830189,0.39622641509434,0.60377358490566,0.113207547169811,0.691176470588235,0.308823529411765,0.842105263157895,0.157894736842105,0.254716981132075,0.233359133126935,0.244038057129505,0.283018867924528
"34",0.421,0.886792452830189,0.377358490566038,0.622641509433962,0.113207547169811,0.701492537313433,0.298507462686567,0.846153846153846,0.153846153846154,0.245283018867925,0.22617680826636,0.235729913567143,0.264150943396226
"35",0.46,0.886792452830189,0.358490566037736,0.641509433962264,0.113207547169811,0.712121212121212,0.287878787878788,0.85,0.15,0.235849056603774,0.218939393939394,0.227394225271584,0.245283018867925
"36",0.527,0.867924528301887,0.358490566037736,0.641509433962264,0.132075471698113,0.707692307692308,0.292307692307692,0.829268292682927,0.170731707317073,0.245283018867925,0.231519699812383,0.238401359340154,0.226415094339623
"37",0.544,0.867924528301887,0.339622641509434,0.660377358490566,0.132075471698113,0.71875,0.28125,0.833333333333333,0.166666666666667,0.235849056603774,0.223958333333333,0.229903694968553,0.207547169811321
"38",0.553,0.849056603773585,0.339622641509434,0.660377358490566,0.150943396226415,0.714285714285714,0.285714285714286,0.813953488372093,0.186046511627907,0.245283018867925,0.235880398671096,0.24058170876951,0.188679245283019
"39",0.587,0.849056603773585,0.320754716981132,0.679245283018868,0.150943396226415,0.725806451612903,0.274193548387097,0.818181818181818,0.181818181818182,0.235849056603774,0.228005865102639,0.231927460853206,0.169811320754717
"40",0.609,0.849056603773585,0.30188679245283,0.69811320754717,0.150943396226415,0.737704918032787,0.262295081967213,0.822222222222222,0.177777777777778,0.226415094339623,0.220036429872495,0.223225762106059,0.150943396226415
"41",0.624,0.849056603773585,0.283018867924528,0.716981132075472,0.150943396226415,0.75,0.25,0.826086956521739,0.173913043478261,0.216981132075472,0.21195652173913,0.214468826907301,0.132075471698113
"42",0.637,0.849056603773585,0.264150943396226,0.735849056603774,0.150943396226415,0.76271186440678,0.23728813559322,0.829787234042553,0.170212765957447,0.207547169811321,0.203750450775334,0.205648810293327,0.113207547169811
"43",0.641,0.849056603773585,0.245283018867925,0.754716981132076,0.150943396226415,0.775862068965517,0.224137931034483,0.833333333333333,0.166666666666667,0.19811320754717,0.195402298850575,0.196757753198872,0.0943396226415094
"44",0.645,0.849056603773585,0.226415094339623,0.773584905660377,0.150943396226415,0.789473684210526,0.210526315789474,0.836734693877551,0.163265306122449,0.188679245283019,0.186895810955961,0.18778752811949,0.0754716981132075
"45",0.655,0.830188679245283,0.226415094339623,0.773584905660377,0.169811320754717,0.785714285714286,0.214285714285714,0.82,0.18,0.19811320754717,0.197142857142857,0.197628032345013,0.0566037735849056
"46",0.665,0.792452830188679,0.226415094339623,0.773584905660377,0.207547169811321,0.777777777777778,0.222222222222222,0.788461538461538,0.211538461538462,0.216981132075472,0.216880341880342,0.216930736977907,0.0188679245283019
"47",0.666,0.792452830188679,0.207547169811321,0.792452830188679,0.207547169811321,0.792452830188679,0.207547169811321,0.792452830188679,0.207547169811321,0.207547169811321,0.207547169811321,0.207547169811321,0
"48",0.672,0.792452830188679,0.188679245283019,0.811320754716981,0.207547169811321,0.807692307692308,0.192307692307692,0.796296296296296,0.203703703703704,0.19811320754717,0.198005698005698,0.198059452776434,0.0188679245283019
"49",0.687,0.773584905660377,0.188679245283019,0.811320754716981,0.226415094339623,0.803921568627451,0.196078431372549,0.781818181818182,0.218181818181818,0.207547169811321,0.207130124777184,0.207338647294252,0.0377358490566038
"50",0.689,0.754716981132076,0.188679245283019,0.811320754716981,0.245283018867925,0.8,0.2,0.767857142857143,0.232142857142857,0.216981132075472,0.216071428571429,0.21652628032345,0.0566037735849056
"51",0.69,0.735849056603774,0.188679245283019,0.811320754716981,0.264150943396226,0.795918367346939,0.204081632653061,0.754385964912281,0.245614035087719,0.226415094339623,0.22484783387039,0.225631464105006,0.0754716981132076
"52",0.692,0.716981132075472,0.188679245283019,0.811320754716981,0.283018867924528,0.791666666666667,0.208333333333333,0.741379310344828,0.258620689655172,0.235849056603774,0.233477011494253,0.234663034049013,0.0943396226415095
"53",0.697,0.679245283018868,0.188679245283019,0.811320754716981,0.320754716981132,0.782608695652174,0.217391304347826,0.716666666666667,0.283333333333333,0.254716981132075,0.25036231884058,0.252539649986328,0.132075471698113
"54",0.713,0.679245283018868,0.169811320754717,0.830188679245283,0.320754716981132,0.8,0.2,0.721311475409836,0.278688524590164,0.245283018867925,0.239344262295082,0.242313640581503,0.150943396226415
"55",0.716,0.679245283018868,0.150943396226415,0.849056603773585,0.320754716981132,0.818181818181818,0.181818181818182,0.725806451612903,0.274193548387097,0.235849056603774,0.228005865102639,0.231927460853206,0.169811320754717
"56",0.719,0.660377358490566,0.150943396226415,0.849056603773585,0.339622641509434,0.813953488372093,0.186046511627907,0.714285714285714,0.285714285714286,0.245283018867925,0.235880398671096,0.24058170876951,0.188679245283019
"57",0.721,0.660377358490566,0.132075471698113,0.867924528301887,0.339622641509434,0.833333333333333,0.166666666666667,0.71875,0.28125,0.235849056603774,0.223958333333333,0.229903694968553,0.207547169811321
"58",0.725,0.547169811320755,0.132075471698113,0.867924528301887,0.452830188679245,0.805555555555556,0.194444444444444,0.657142857142857,0.342857142857143,0.292452830188679,0.268650793650794,0.280551811919736,0.320754716981132
"59",0.726,0.547169811320755,0.113207547169811,0.886792452830189,0.452830188679245,0.828571428571429,0.171428571428571,0.661971830985915,0.338028169014085,0.283018867924528,0.254728370221328,0.268873619072928,0.339622641509434
"60",0.728,0.528301886792453,0.113207547169811,0.886792452830189,0.471698113207547,0.823529411764706,0.176470588235294,0.652777777777778,0.347222222222222,0.292452830188679,0.261846405228758,0.277149617708719,0.358490566037736
"61",0.731,0.509433962264151,0.113207547169811,0.886792452830189,0.490566037735849,0.818181818181818,0.181818181818182,0.643835616438356,0.356164383561644,0.30188679245283,0.268991282689913,0.285439037571372,0.377358490566038
"62",0.745,0.509433962264151,0.0943396226415094,0.905660377358491,0.490566037735849,0.84375,0.15625,0.648648648648649,0.351351351351351,0.292452830188679,0.253800675675676,0.273126752932177,0.39622641509434
"63",0.755,0.490566037735849,0.0754716981132075,0.924528301886792,0.509433962264151,0.866666666666667,0.133333333333333,0.644736842105263,0.355263157894737,0.292452830188679,0.244298245614035,0.268375537901357,0.433962264150943
"64",0.76,0.452830188679245,0.0754716981132075,0.924528301886792,0.547169811320755,0.857142857142857,0.142857142857143,0.628205128205128,0.371794871794872,0.311320754716981,0.257326007326007,0.284323381021494,0.471698113207547
"65",0.761,0.433962264150943,0.0754716981132075,0.924528301886792,0.566037735849057,0.851851851851852,0.148148148148148,0.620253164556962,0.379746835443038,0.320754716981132,0.263947491795593,0.292351104388363,0.490566037735849
"66",0.763,0.433962264150943,0.0377358490566038,0.962264150943396,0.566037735849057,0.92,0.08,0.62962962962963,0.37037037037037,0.30188679245283,0.225185185185185,0.263535988819008,0.528301886792453
"67",0.767,0.415094339622642,0.0377358490566038,0.962264150943396,0.584905660377358,0.916666666666667,0.0833333333333333,0.621951219512195,0.378048780487805,0.311320754716981,0.230691056910569,0.271005905813775,0.547169811320755
"68",0.768,0.415094339622642,0.0188679245283019,0.981132075471698,0.584905660377358,0.956521739130435,0.0434782608695652,0.626506024096386,0.373493975903614,0.30188679245283,0.20848611838659,0.25518645541971,0.566037735849057
"69",0.776,0.358490566037736,0.0188679245283019,0.981132075471698,0.641509433962264,0.95,0.05,0.604651162790698,0.395348837209302,0.330188679245283,0.222674418604651,0.276431548924967,0.622641509433962
"70",0.78,0.339622641509434,0.0188679245283019,0.981132075471698,0.660377358490566,0.947368421052632,0.0526315789473684,0.597701149425287,0.402298850574713,0.339622641509434,0.227465214761041,0.283543928135237,0.641509433962264
"71",0.783,0.283018867924528,0.0188679245283019,0.981132075471698,0.716981132075472,0.9375,0.0625,0.577777777777778,0.422222222222222,0.367924528301887,0.242361111111111,0.305142819706499,0.69811320754717
"72",0.784,0.264150943396226,0.0188679245283019,0.981132075471698,0.735849056603774,0.933333333333333,0.0666666666666667,0.571428571428571,0.428571428571429,0.377358490566038,0.247619047619048,0.312488769092543,0.716981132075472
"73",0.793,0.245283018867925,0.0188679245283019,0.981132075471698,0.754716981132076,0.928571428571429,0.0714285714285714,0.565217391304348,0.434782608695652,0.386792452830189,0.253105590062112,0.31994902144615,0.735849056603774
"74",0.796,0.226415094339623,0.0188679245283019,0.981132075471698,0.773584905660377,0.923076923076923,0.0769230769230769,0.559139784946237,0.440860215053763,0.39622641509434,0.25889164598842,0.32755903054138,0.754716981132076
"75",0.798,0.169811320754717,0.0188679245283019,0.981132075471698,0.830188679245283,0.9,0.1,0.541666666666667,0.458333333333333,0.424528301886792,0.279166666666667,0.35184748427673,0.811320754716981
"76",0.8,0.169811320754717,0,1,0.830188679245283,1,0,0.54639175257732,0.45360824742268,0.415094339622642,0.22680412371134,0.320949231666991,0.830188679245283
"77",0.808,0.113207547169811,0,1,0.886792452830189,1,0,0.53,0.47,0.443396226415094,0.235,0.339198113207547,0.886792452830189
"78",0.815,0.0943396226415094,0,1,0.905660377358491,1,0,0.524752475247525,0.475247524752475,0.452830188679245,0.237623762376238,0.345226975527741,0.905660377358491
"79",0.826,0.0566037735849057,0,1,0.943396226415094,1,0,0.514563106796116,0.485436893203884,0.471698113207547,0.242718446601942,0.357208279904744,0.943396226415094
